,Date,Open,Close,Low,High,Volume
329,2020-07-06 08:00:00,1.129715,1.129055,1.12812,1.129755,10347
330,2020-07-06 09:00:00,1.12905,1.129405,1.128285,1.129505,9419
331,2020-07-06 10:00:00,1.12941,1.1296,1.128875,1.130195,9591
332,2020-07-06 11:00:00,1.129595,1.131885,1.12939,1.13208,10213
333,2020-07-06 12:00:00,1.131875,1.13294,1.131525,1.132985,10092
334,2020-07-06 13:00:00,1.13299,1.132695,1.132515,1.134555,10482
335,2020-07-06 14:00:00,1.13271,1.131735,1.130925,1.1334,11452
336,2020-07-06 15:00:00,1.13174,1.130725,1.13025,1.131825,9435
337,2020-07-06 16:00:00,1.13073,1.130675,1.13051,1.131275,8371
338,2020-07-06 17:00:00,1.13068,1.13161,1.130615,1.131895,8108
339,2020-07-06 18:00:00,1.131605,1.131515,1.131045,1.131775,7619
340,2020-07-06 19:00:00,1.13152,1.13097,1.13057,1.13159,7837
341,2020-07-06 20:00:00,1.130945,1.130895,1.1306,1.13127,7824
342,2020-07-06 21:00:00,1.13092,1.13107,1.13063,1.131275,5501
343,2020-07-06 22:00:00,1.131115,1.131075,1.1308,1.13116,6780
344,2020-07-06 23:00:00,1.13107,1.13124,1.131045,1.131435,7494
345,2020-07-07 00:00:00,1.131245,1.132645,1.130985,1.13327,9043
346,2020-07-07 01:00:00,1.13264,1.13129,1.131265,1.132825,9378
347,2020-07-07 02:00:00,1.131295,1.130755,1.130635,1.131755,9046
348,2020-07-07 03:00:00,1.13075,1.131025,1.130745,1.131285,8410
349,2020-07-07 04:00:00,1.131015,1.131155,1.130685,1.131415,8496
350,2020-07-07 05:00:00,1.13116,1.13083,1.13026,1.13161,7431
351,2020-07-07 06:00:00,1.130845,1.129385,1.129165,1.130875,9084
352,2020-07-07 07:00:00,1.12938,1.128565,1.128135,1.12959,10462
353,2020-07-07 08:00:00,1.12857,1.12644,1.126345,1.129,10467
354,2020-07-07 09:00:00,1.12645,1.12734,1.12591,1.127515,9685
355,2020-07-07 10:00:00,1.1274,1.127785,1.12707,1.12821,9874
356,2020-07-07 11:00:00,1.12779,1.12906,1.127495,1.129455,9673
357,2020-07-07 12:00:00,1.12906,1.129815,1.12873,1.130025,9222
358,2020-07-07 13:00:00,1.12981,1.128495,1.128465,1.13069,10406
359,2020-07-07 14:00:00,1.12854,1.12843,1.127165,1.1293,11517
360,2020-07-07 15:00:00,1.128425,1.12978,1.12832,1.13035,10056
361,2020-07-07 16:00:00,1.129785,1.129025,1.128555,1.13001,9307
362,2020-07-07 17:00:00,1.12903,1.129565,1.12855,1.1296,9006
